instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
16685058,65176,NIFTY25DEC23400CE,NIFTY,0,2025-12-30,23400.0,0.05,75,CE,NFO-OPT,NFO
16685314,65177,NIFTY25DEC23400PE,NIFTY,0,2025-12-30,23400.0,0.05,75,PE,NFO-OPT,NFO
16684034,65172,NIFTY25DEC23350CE,NIFTY,0,2025-12-30,23350.0,0.05,75,CE,NFO-OPT,NFO
16684290,65173,NIFTY25DEC23350PE,NIFTY,0,2025-12-30,23350.0,0.05,75,PE,NFO-OPT,NFO
16678146,65149,NIFTY25DEC23300CE,NIFTY,0,2025-12-30,23300.0,0.05,75,CE,NFO-OPT,NFO
16678402,65150,NIFTY25DEC23300PE,NIFTY,0,2025-12-30,23300.0,0.05,75,PE,NFO-OPT,NFO
16677634,65147,NIFTY25DEC23250CE,NIFTY,0,2025-12-30,23250.0,0.05,75,CE,NFO-OPT,NFO
16677890,65148,NIFTY25DEC23250PE,NIFTY,0,2025-12-30,23250.0,0.05,75,PE,NFO-OPT,NFO
16676098,65141,NIFTY25DEC23200CE,NIFTY,0,2025-12-30,23200.0,0.05,75,CE,NFO-OPT,NFO
16676354,65142,NIFTY25DEC23200PE,NIFTY,0,2025-12-30,23200.0,0.05,75,PE,NFO-OPT,NFO
16675586,65139,NIFTY25DEC23150CE,NIFTY,0,2025-12-30,23150.0,0.05,75,CE,NFO-OPT,NFO
16675842,65140,NIFTY25DEC23150PE,NIFTY,0,2025-12-30,23150.0,0.05,75,PE,NFO-OPT,NFO
16673538,65131,NIFTY25DEC23100CE,NIFTY,0,2025-12-30,23100.0,0.05,75,CE,NFO-OPT,NFO
16673794,65132,NIFTY25DEC23100PE,NIFTY,0,2025-12-30,23100.0,0.05,75,PE,NFO-OPT,NFO
16673026,65129,NIFTY25DEC23050CE,NIFTY,0,2025-12-30,23050.0,0.05,75,CE,NFO-OPT,NFO
16673282,65130,NIFTY25DEC23050PE,NIFTY,0,2025-12-30,23050.0,0.05,75,PE,NFO-OPT,NFO
9675522,37795,NIFTY25DEC23000CE,NIFTY,0,2025-12-30,23000.0,0.05,75,CE,NFO-OPT,NFO
9675778,37796,NIFTY25DEC23000PE,NIFTY,0,2025-12-30,23000.0,0.05,75,PE,NFO-OPT,NFO
16672002,65125,NIFTY25DEC22950CE,NIFTY,0,2025-12-30,22950.0,0.05,75,CE,NFO-OPT,NFO
16672770,65128,NIFTY25DEC22950PE,NIFTY,0,2025-12-30,22950.0,0.05,75,PE,NFO-OPT,NFO
16665602,65100,NIFTY25DEC22900CE,NIFTY,0,2025-12-30,22900.0,0.05,75,CE,NFO-OPT,NFO
16671746,65124,NIFTY25DEC22900PE,NIFTY,0,2025-12-30,22900.0,0.05,75,PE,NFO-OPT,NFO
16662530,65088,NIFTY25DEC22850CE,NIFTY,0,2025-12-30,22850.0,0.05,75,CE,NFO-OPT,NFO
16665346,65099,NIFTY25DEC22850PE,NIFTY,0,2025-12-30,22850.0,0.05,75,PE,NFO-OPT,NFO
15007234,58622,NIFTY25DEC22000CE,NIFTY,0,2025-12-30,22000.0,0.05,75,CE,NFO-OPT,NFO
15007490,58623,NIFTY25DEC22000PE,NIFTY,0,2025-12-30,22000.0,0.05,75,PE,NFO-OPT,NFO
13171458,51451,NIFTY25DEC21000CE,NIFTY,0,2025-12-30,21000.0,0.05,75,CE,NFO-OPT,NFO
13171714,51452,NIFTY25DEC21000PE,NIFTY,0,2025-12-30,21000.0,0.05,75,PE,NFO-OPT,NFO
9824258,38376,NIFTY25DEC20000CE,NIFTY,0,2025-12-30,20000.0,0.05,75,CE,NFO-OPT,NFO
9824514,38377,NIFTY25DEC20000PE,NIFTY,0,2025-12-30,20000.0,0.05,75,PE,NFO-OPT,NFO
9392130,36688,NIFTY25DEC19500CE,NIFTY,0,2025-12-30,19500.0,0.05,75,CE,NFO-OPT,NFO
10236674,39987,NIFTY25DEC19000CE,NIFTY,0,2025-12-30,19000.0,0.05,75,CE,NFO-OPT,NFO
10236930,39988,NIFTY25DEC19000PE,NIFTY,0,2025-12-30,19000.0,0.05,75,PE,NFO-OPT,NFO
14110978,55121,NIFTY25DEC18000CE,NIFTY,0,2025-12-30,18000.0,0.05,75,CE,NFO-OPT,NFO
14111234,55122,NIFTY25DEC18000PE,NIFTY,0,2025-12-30,18000.0,0.05,75,PE,NFO-OPT,NFO
11743490,45873,NIFTY25DEC17000CE,NIFTY,0,2025-12-30,17000.0,0.05,75,CE,NFO-OPT,NFO
11743746,45874,NIFTY25DEC17000PE,NIFTY,0,2025-12-30,17000.0,0.05,75,PE,NFO-OPT,NFO
12590082,49180,NIFTY25DEC16500PE,NIFTY,0,2025-12-30,16500.0,0.05,75,PE,NFO-OPT,NFO
12589314,49177,NIFTY25DEC16000CE,NIFTY,0,2025-12-30,16000.0,0.05,75,CE,NFO-OPT,NFO
12589570,49178,NIFTY25DEC16000PE,NIFTY,0,2025-12-30,16000.0,0.05,75,PE,NFO-OPT,NFO
12588546,49174,NIFTY25DEC15000PE,NIFTY,0,2025-12-30,15000.0,0.05,75,PE,NFO-OPT,NFO
9676034,37797,NIFTY25DEC13000PE,NIFTY,0,2025-12-30,13000.0,0.05,75,PE,NFO-OPT,NFO
10358018,40461,NIFTY2610625950CE,NIFTY,0,2026-01-06,25950.0,0.05,65,CE,NFO-OPT,NFO
10358274,40462,NIFTY2610625950PE,NIFTY,0,2026-01-06,25950.0,0.05,65,PE,NFO-OPT,NFO
10359042,40465,NIFTY2610626000CE,NIFTY,0,2026-01-06,26000.0,0.05,65,CE,NFO-OPT,NFO
10359298,40466,NIFTY2610626000PE,NIFTY,0,2026-01-06,26000.0,0.05,65,PE,NFO-OPT,NFO
10357506,40459,NIFTY2610625900CE,NIFTY,0,2026-01-06,25900.0,0.05,65,CE,NFO-OPT,NFO
10357762,40460,NIFTY2610625900PE,NIFTY,0,2026-01-06,25900.0,0.05,65,PE,NFO-OPT,NFO
10360066,40469,NIFTY2610626050CE,NIFTY,0,2026-01-06,26050.0,0.05,65,CE,NFO-OPT,NFO
10360322,40470,NIFTY2610626050PE,NIFTY,0,2026-01-06,26050.0,0.05,65,PE,NFO-OPT,NFO
10356994,40457,NIFTY2610625850CE,NIFTY,0,2026-01-06,25850.0,0.05,65,CE,NFO-OPT,NFO
10357250,40458,NIFTY2610625850PE,NIFTY,0,2026-01-06,25850.0,0.05,65,PE,NFO-OPT,NFO
10360578,40471,NIFTY2610626100CE,NIFTY,0,2026-01-06,26100.0,0.05,65,CE,NFO-OPT,NFO
10360834,40472,NIFTY2610626100PE,NIFTY,0,2026-01-06,26100.0,0.05,65,PE,NFO-OPT,NFO
10356482,40455,NIFTY2610625800CE,NIFTY,0,2026-01-06,25800.0,0.05,65,CE,NFO-OPT,NFO
10356738,40456,NIFTY2610625800PE,NIFTY,0,2026-01-06,25800.0,0.05,65,PE,NFO-OPT,NFO
10361602,40475,NIFTY2610626150CE,NIFTY,0,2026-01-06,26150.0,0.05,65,CE,NFO-OPT,NFO
10361858,40476,NIFTY2610626150PE,NIFTY,0,2026-01-06,26150.0,0.05,65,PE,NFO-OPT,NFO
10355970,40453,NIFTY2610625750CE,NIFTY,0,2026-01-06,25750.0,0.05,65,CE,NFO-OPT,NFO
10356226,40454,NIFTY2610625750PE,NIFTY,0,2026-01-06,25750.0,0.05,65,PE,NFO-OPT,NFO
10362114,40477,NIFTY2610626200CE,NIFTY,0,2026-01-06,26200.0,0.05,65,CE,NFO-OPT,NFO
10362370,40478,NIFTY2610626200PE,NIFTY,0,2026-01-06,26200.0,0.05,65,PE,NFO-OPT,NFO
10355458,40451,NIFTY2610625700CE,NIFTY,0,2026-01-06,25700.0,0.05,65,CE,NFO-OPT,NFO
10355714,40452,NIFTY2610625700PE,NIFTY,0,2026-01-06,25700.0,0.05,65,PE,NFO-OPT,NFO
10362626,40479,NIFTY2610626250CE,NIFTY,0,2026-01-06,26250.0,0.05,65,CE,NFO-OPT,NFO
10362882,40480,NIFTY2610626250PE,NIFTY,0,2026-01-06,26250.0,0.05,65,PE,NFO-OPT,NFO
10354946,40449,NIFTY2610625650CE,NIFTY,0,2026-01-06,25650.0,0.05,65,CE,NFO-OPT,NFO
10355202,40450,NIFTY2610625650PE,NIFTY,0,2026-01-06,25650.0,0.05,65,PE,NFO-OPT,NFO
10364674,40487,NIFTY2610626300CE,NIFTY,0,2026-01-06,26300.0,0.05,65,CE,NFO-OPT,NFO
10364930,40488,NIFTY2610626300PE,NIFTY,0,2026-01-06,26300.0,0.05,65,PE,NFO-OPT,NFO
10354434,40447,NIFTY2610625600CE,NIFTY,0,2026-01-06,25600.0,0.05,65,CE,NFO-OPT,NFO
10354690,40448,NIFTY2610625600PE,NIFTY,0,2026-01-06,25600.0,0.05,65,PE,NFO-OPT,NFO
10365442,40490,NIFTY2610626350PE,NIFTY,0,2026-01-06,26350.0,0.05,65,PE,NFO-OPT,NFO
10395394,40607,NIFTY2610627950CE,NIFTY,0,2026-01-06,27950.0,0.05,65,CE,NFO-OPT,NFO
10395650,40608,NIFTY2610627950PE,NIFTY,0,2026-01-06,27950.0,0.05,65,PE,NFO-OPT,NFO
10394882,40605,NIFTY2610627900CE,NIFTY,0,2026-01-06,27900.0,0.05,65,CE,NFO-OPT,NFO
10395138,40606,NIFTY2610627900PE,NIFTY,0,2026-01-06,27900.0,0.05,65,PE,NFO-OPT,NFO
10392834,40597,NIFTY2610627850CE,NIFTY,0,2026-01-06,27850.0,0.05,65,CE,NFO-OPT,NFO
10393346,40599,NIFTY2610627850PE,NIFTY,0,2026-01-06,27850.0,0.05,65,PE,NFO-OPT,NFO
10392322,40595,NIFTY2610627800CE,NIFTY,0,2026-01-06,27800.0,0.05,65,CE,NFO-OPT,NFO
10392578,40596,NIFTY2610627800PE,NIFTY,0,2026-01-06,27800.0,0.05,65,PE,NFO-OPT,NFO
10391810,40593,NIFTY2610627750CE,NIFTY,0,2026-01-06,27750.0,0.05,65,CE,NFO-OPT,NFO
10392066,40594,NIFTY2610627750PE,NIFTY,0,2026-01-06,27750.0,0.05,65,PE,NFO-OPT,NFO
10390786,40589,NIFTY2610627700CE,NIFTY,0,2026-01-06,27700.0,0.05,65,CE,NFO-OPT,NFO
10391554,40592,NIFTY2610627700PE,NIFTY,0,2026-01-06,27700.0,0.05,65,PE,NFO-OPT,NFO
10390274,40587,NIFTY2610627650CE,NIFTY,0,2026-01-06,27650.0,0.05,65,CE,NFO-OPT,NFO
10390530,40588,NIFTY2610627650PE,NIFTY,0,2026-01-06,27650.0,0.05,65,PE,NFO-OPT,NFO
10388994,40582,NIFTY2610627600CE,NIFTY,0,2026-01-06,27600.0,0.05,65,CE,NFO-OPT,NFO
10390018,40586,NIFTY2610627600PE,NIFTY,0,2026-01-06,27600.0,0.05,65,PE,NFO-OPT,NFO
10388226,40579,NIFTY2610627550CE,NIFTY,0,2026-01-06,27550.0,0.05,65,CE,NFO-OPT,NFO
10388738,40581,NIFTY2610627550PE,NIFTY,0,2026-01-06,27550.0,0.05,65,PE,NFO-OPT,NFO
10384130,40563,NIFTY2610627500CE,NIFTY,0,2026-01-06,27500.0,0.05,65,CE,NFO-OPT,NFO
10387970,40578,NIFTY2610627500PE,NIFTY,0,2026-01-06,27500.0,0.05,65,PE,NFO-OPT,NFO
10383618,40561,NIFTY2610627450CE,NIFTY,0,2026-01-06,27450.0,0.05,65,CE,NFO-OPT,NFO
10383874,40562,NIFTY2610627450PE,NIFTY,0,2026-01-06,27450.0,0.05,65,PE,NFO-OPT,NFO
10383106,40559,NIFTY2610627400CE,NIFTY,0,2026-01-06,27400.0,0.05,65,CE,NFO-OPT,NFO
10383362,40560,NIFTY2610627400PE,NIFTY,0,2026-01-06,27400.0,0.05,65,PE,NFO-OPT,NFO
10382594,40557,NIFTY2610627350CE,NIFTY,0,2026-01-06,27350.0,0.05,65,CE,NFO-OPT,NFO
10382850,40558,NIFTY2610627350PE,NIFTY,0,2026-01-06,27350.0,0.05,65,PE,NFO-OPT,NFO
10382082,40555,NIFTY2610627300CE,NIFTY,0,2026-01-06,27300.0,0.05,65,CE,NFO-OPT,NFO
10382338,40556,NIFTY2610627300PE,NIFTY,0,2026-01-06,27300.0,0.05,65,PE,NFO-OPT,NFO
10380802,40550,NIFTY2610627250CE,NIFTY,0,2026-01-06,27250.0,0.05,65,CE,NFO-OPT,NFO
10381826,40554,NIFTY2610627250PE,NIFTY,0,2026-01-06,27250.0,0.05,65,PE,NFO-OPT,NFO
10380034,40547,NIFTY2610627200CE,NIFTY,0,2026-01-06,27200.0,0.05,65,CE,NFO-OPT,NFO
10380546,40549,NIFTY2610627200PE,NIFTY,0,2026-01-06,27200.0,0.05,65,PE,NFO-OPT,NFO
10379522,40545,NIFTY2610627150CE,NIFTY,0,2026-01-06,27150.0,0.05,65,CE,NFO-OPT,NFO
10379778,40546,NIFTY2610627150PE,NIFTY,0,2026-01-06,27150.0,0.05,65,PE,NFO-OPT,NFO
10379010,40543,NIFTY2610627100CE,NIFTY,0,2026-01-06,27100.0,0.05,65,CE,NFO-OPT,NFO
10379266,40544,NIFTY2610627100PE,NIFTY,0,2026-01-06,27100.0,0.05,65,PE,NFO-OPT,NFO
10378498,40541,NIFTY2610627050CE,NIFTY,0,2026-01-06,27050.0,0.05,65,CE,NFO-OPT,NFO
10378754,40542,NIFTY2610627050PE,NIFTY,0,2026-01-06,27050.0,0.05,65,PE,NFO-OPT,NFO
10377986,40539,NIFTY2610627000CE,NIFTY,0,2026-01-06,27000.0,0.05,65,CE,NFO-OPT,NFO
10378242,40540,NIFTY2610627000PE,NIFTY,0,2026-01-06,27000.0,0.05,65,PE,NFO-OPT,NFO
10377474,40537,NIFTY2610626950CE,NIFTY,0,2026-01-06,26950.0,0.05,65,CE,NFO-OPT,NFO
10377730,40538,NIFTY2610626950PE,NIFTY,0,2026-01-06,26950.0,0.05,65,PE,NFO-OPT,NFO
10376962,40535,NIFTY2610626900CE,NIFTY,0,2026-01-06,26900.0,0.05,65,CE,NFO-OPT,NFO
10377218,40536,NIFTY2610626900PE,NIFTY,0,2026-01-06,26900.0,0.05,65,PE,NFO-OPT,NFO
10374658,40526,NIFTY2610626850CE,NIFTY,0,2026-01-06,26850.0,0.05,65,CE,NFO-OPT,NFO
10376706,40534,NIFTY2610626850PE,NIFTY,0,2026-01-06,26850.0,0.05,65,PE,NFO-OPT,NFO
10372866,40519,NIFTY2610626800CE,NIFTY,0,2026-01-06,26800.0,0.05,65,CE,NFO-OPT,NFO
10373122,40520,NIFTY2610626800PE,NIFTY,0,2026-01-06,26800.0,0.05,65,PE,NFO-OPT,NFO
10370818,40511,NIFTY2610626750CE,NIFTY,0,2026-01-06,26750.0,0.05,65,CE,NFO-OPT,NFO
10371842,40515,NIFTY2610626750PE,NIFTY,0,2026-01-06,26750.0,0.05,65,PE,NFO-OPT,NFO
10368770,40503,NIFTY2610626700CE,NIFTY,0,2026-01-06,26700.0,0.05,65,CE,NFO-OPT,NFO
10369026,40504,NIFTY2610626700PE,NIFTY,0,2026-01-06,26700.0,0.05,65,PE,NFO-OPT,NFO
10368258,40501,NIFTY2610626650CE,NIFTY,0,2026-01-06,26650.0,0.05,65,CE,NFO-OPT,NFO
10368514,40502,NIFTY2610626650PE,NIFTY,0,2026-01-06,26650.0,0.05,65,PE,NFO-OPT,NFO
10367746,40499,NIFTY2610626600CE,NIFTY,0,2026-01-06,26600.0,0.05,65,CE,NFO-OPT,NFO
10368002,40500,NIFTY2610626600PE,NIFTY,0,2026-01-06,26600.0,0.05,65,PE,NFO-OPT,NFO
10367234,40497,NIFTY2610626550CE,NIFTY,0,2026-01-06,26550.0,0.05,65,CE,NFO-OPT,NFO
10367490,40498,NIFTY2610626550PE,NIFTY,0,2026-01-06,26550.0,0.05,65,PE,NFO-OPT,NFO
10366722,40495,NIFTY2610626500CE,NIFTY,0,2026-01-06,26500.0,0.05,65,CE,NFO-OPT,NFO
10366978,40496,NIFTY2610626500PE,NIFTY,0,2026-01-06,26500.0,0.05,65,PE,NFO-OPT,NFO
10366210,40493,NIFTY2610626450CE,NIFTY,0,2026-01-06,26450.0,0.05,65,CE,NFO-OPT,NFO
10366466,40494,NIFTY2610626450PE,NIFTY,0,2026-01-06,26450.0,0.05,65,PE,NFO-OPT,NFO
10365698,40491,NIFTY2610626400CE,NIFTY,0,2026-01-06,26400.0,0.05,65,CE,NFO-OPT,NFO
10365954,40492,NIFTY2610626400PE,NIFTY,0,2026-01-06,26400.0,0.05,65,PE,NFO-OPT,NFO
10365186,40489,NIFTY2610626350CE,NIFTY,0,2026-01-06,26350.0,0.05,65,CE,NFO-OPT,NFO
10353922,40445,NIFTY2610625550CE,NIFTY,0,2026-01-06,25550.0,0.05,65,CE,NFO-OPT,NFO
10354178,40446,NIFTY2610625550PE,NIFTY,0,2026-01-06,25550.0,0.05,65,PE,NFO-OPT,NFO
10353410,40443,NIFTY2610625500CE,NIFTY,0,2026-01-06,25500.0,0.05,65,CE,NFO-OPT,NFO
10353666,40444,NIFTY2610625500PE,NIFTY,0,2026-01-06,25500.0,0.05,65,PE,NFO-OPT,NFO
10352386,40439,NIFTY2610625450CE,NIFTY,0,2026-01-06,25450.0,0.05,65,CE,NFO-OPT,NFO
10352642,40440,NIFTY2610625450PE,NIFTY,0,2026-01-06,25450.0,0.05,65,PE,NFO-OPT,NFO
10351362,40435,NIFTY2610625400CE,NIFTY,0,2026-01-06,25400.0,0.05,65,CE,NFO-OPT,NFO
10351618,40436,NIFTY2610625400PE,NIFTY,0,2026-01-06,25400.0,0.05,65,PE,NFO-OPT,NFO
10350850,40433,NIFTY2610625350CE,NIFTY,0,2026-01-06,25350.0,0.05,65,CE,NFO-OPT,NFO
10351106,40434,NIFTY2610625350PE,NIFTY,0,2026-01-06,25350.0,0.05,65,PE,NFO-OPT,NFO
10350338,40431,NIFTY2610625300CE,NIFTY,0,2026-01-06,25300.0,0.05,65,CE,NFO-OPT,NFO
10350594,40432,NIFTY2610625300PE,NIFTY,0,2026-01-06,25300.0,0.05,65,PE,NFO-OPT,NFO
10347010,40418,NIFTY2610625250CE,NIFTY,0,2026-01-06,25250.0,0.05,65,CE,NFO-OPT,NFO
10347266,40419,NIFTY2610625250PE,NIFTY,0,2026-01-06,25250.0,0.05,65,PE,NFO-OPT,NFO
10346498,40416,NIFTY2610625200CE,NIFTY,0,2026-01-06,25200.0,0.05,65,CE,NFO-OPT,NFO
10346754,40417,NIFTY2610625200PE,NIFTY,0,2026-01-06,25200.0,0.05,65,PE,NFO-OPT,NFO
10344450,40408,NIFTY2610625150CE,NIFTY,0,2026-01-06,25150.0,0.05,65,CE,NFO-OPT,NFO
10345730,40413,NIFTY2610625150PE,NIFTY,0,2026-01-06,25150.0,0.05,65,PE,NFO-OPT,NFO
10342146,40399,NIFTY2610625100CE,NIFTY,0,2026-01-06,25100.0,0.05,65,CE,NFO-OPT,NFO
10342402,40400,NIFTY2610625100PE,NIFTY,0,2026-01-06,25100.0,0.05,65,PE,NFO-OPT,NFO
10341634,40397,NIFTY2610625050CE,NIFTY,0,2026-01-06,25050.0,0.05,65,CE,NFO-OPT,NFO
10341890,40398,NIFTY2610625050PE,NIFTY,0,2026-01-06,25050.0,0.05,65,PE,NFO-OPT,NFO
10341122,40395,NIFTY2610625000CE,NIFTY,0,2026-01-06,25000.0,0.05,65,CE,NFO-OPT,NFO
10341378,40396,NIFTY2610625000PE,NIFTY,0,2026-01-06,25000.0,0.05,65,PE,NFO-OPT,NFO
10340610,40393,NIFTY2610624950CE,NIFTY,0,2026-01-06,24950.0,0.05,65,CE,NFO-OPT,NFO
10340866,40394,NIFTY2610624950PE,NIFTY,0,2026-01-06,24950.0,0.05,65,PE,NFO-OPT,NFO
10340098,40391,NIFTY2610624900CE,NIFTY,0,2026-01-06,24900.0,0.05,65,CE,NFO-OPT,NFO
10340354,40392,NIFTY2610624900PE,NIFTY,0,2026-01-06,24900.0,0.05,65,PE,NFO-OPT,NFO
10339586,40389,NIFTY2610624850CE,NIFTY,0,2026-01-06,24850.0,0.05,65,CE,NFO-OPT,NFO
10339842,40390,NIFTY2610624850PE,NIFTY,0,2026-01-06,24850.0,0.05,65,PE,NFO-OPT,NFO
10338050,40383,NIFTY2610624800CE,NIFTY,0,2026-01-06,24800.0,0.05,65,CE,NFO-OPT,NFO
10339330,40388,NIFTY2610624800PE,NIFTY,0,2026-01-06,24800.0,0.05,65,PE,NFO-OPT,NFO
10337538,40381,NIFTY2610624750CE,NIFTY,0,2026-01-06,24750.0,0.05,65,CE,NFO-OPT,NFO
10337794,40382,NIFTY2610624750PE,NIFTY,0,2026-01-06,24750.0,0.05,65,PE,NFO-OPT,NFO
10336770,40378,NIFTY2610624700CE,NIFTY,0,2026-01-06,24700.0,0.05,65,CE,NFO-OPT,NFO
10337026,40379,NIFTY2610624700PE,NIFTY,0,2026-01-06,24700.0,0.05,65,PE,NFO-OPT,NFO
10335490,40373,NIFTY2610624650CE,NIFTY,0,2026-01-06,24650.0,0.05,65,CE,NFO-OPT,NFO
10335746,40374,NIFTY2610624650PE,NIFTY,0,2026-01-06,24650.0,0.05,65,PE,NFO-OPT,NFO
10334978,40371,NIFTY2610624600CE,NIFTY,0,2026-01-06,24600.0,0.05,65,CE,NFO-OPT,NFO
10335234,40372,NIFTY2610624600PE,NIFTY,0,2026-01-06,24600.0,0.05,65,PE,NFO-OPT,NFO
10334210,40368,NIFTY2610624550CE,NIFTY,0,2026-01-06,24550.0,0.05,65,CE,NFO-OPT,NFO
10334466,40369,NIFTY2610624550PE,NIFTY,0,2026-01-06,24550.0,0.05,65,PE,NFO-OPT,NFO
10332930,40363,NIFTY2610624500CE,NIFTY,0,2026-01-06,24500.0,0.05,65,CE,NFO-OPT,NFO
10333186,40364,NIFTY2610624500PE,NIFTY,0,2026-01-06,24500.0,0.05,65,PE,NFO-OPT,NFO
10332418,40361,NIFTY2610624450CE,NIFTY,0,2026-01-06,24450.0,0.05,65,CE,NFO-OPT,NFO
10332674,40362,NIFTY2610624450PE,NIFTY,0,2026-01-06,24450.0,0.05,65,PE,NFO-OPT,NFO
10331906,40359,NIFTY2610624400CE,NIFTY,0,2026-01-06,24400.0,0.05,65,CE,NFO-OPT,NFO
10332162,40360,NIFTY2610624400PE,NIFTY,0,2026-01-06,24400.0,0.05,65,PE,NFO-OPT,NFO
10330882,40355,NIFTY2610624350CE,NIFTY,0,2026-01-06,24350.0,0.05,65,CE,NFO-OPT,NFO
10331650,40358,NIFTY2610624350PE,NIFTY,0,2026-01-06,24350.0,0.05,65,PE,NFO-OPT,NFO
10330370,40353,NIFTY2610624300CE,NIFTY,0,2026-01-06,24300.0,0.05,65,CE,NFO-OPT,NFO
10330626,40354,NIFTY2610624300PE,NIFTY,0,2026-01-06,24300.0,0.05,65,PE,NFO-OPT,NFO
10329858,40351,NIFTY2610624250CE,NIFTY,0,2026-01-06,24250.0,0.05,65,CE,NFO-OPT,NFO
10330114,40352,NIFTY2610624250PE,NIFTY,0,2026-01-06,24250.0,0.05,65,PE,NFO-OPT,NFO
10329346,40349,NIFTY2610624200CE,NIFTY,0,2026-01-06,24200.0,0.05,65,CE,NFO-OPT,NFO
10329602,40350,NIFTY2610624200PE,NIFTY,0,2026-01-06,24200.0,0.05,65,PE,NFO-OPT,NFO
15052546,58799,NIFTY26JAN25950CE,NIFTY,0,2026-01-27,25950.0,0.05,65,CE,NFO-OPT,NFO
15052802,58800,NIFTY26JAN25950PE,NIFTY,0,2026-01-27,25950.0,0.05,65,PE,NFO-OPT,NFO
15053058,58801,NIFTY26JAN26000CE,NIFTY,0,2026-01-27,26000.0,0.05,65,CE,NFO-OPT,NFO
15053314,58802,NIFTY26JAN26000PE,NIFTY,0,2026-01-27,26000.0,0.05,65,PE,NFO-OPT,NFO
15052034,58797,NIFTY26JAN25900CE,NIFTY,0,2026-01-27,25900.0,0.05,65,CE,NFO-OPT,NFO
15052290,58798,NIFTY26JAN25900PE,NIFTY,0,2026-01-27,25900.0,0.05,65,PE,NFO-OPT,NFO
15053570,58803,NIFTY26JAN26050CE,NIFTY,0,2026-01-27,26050.0,0.05,65,CE,NFO-OPT,NFO
15053826,58804,NIFTY26JAN26050PE,NIFTY,0,2026-01-27,26050.0,0.05,65,PE,NFO-OPT,NFO
15051522,58795,NIFTY26JAN25850CE,NIFTY,0,2026-01-27,25850.0,0.05,65,CE,NFO-OPT,NFO
15051778,58796,NIFTY26JAN25850PE,NIFTY,0,2026-01-27,25850.0,0.05,65,PE,NFO-OPT,NFO
15054082,58805,NIFTY26JAN26100CE,NIFTY,0,2026-01-27,26100.0,0.05,65,CE,NFO-OPT,NFO
15054338,58806,NIFTY26JAN26100PE,NIFTY,0,2026-01-27,26100.0,0.05,65,PE,NFO-OPT,NFO
15050242,58790,NIFTY26JAN25800CE,NIFTY,0,2026-01-27,25800.0,0.05,65,CE,NFO-OPT,NFO
15050498,58791,NIFTY26JAN25800PE,NIFTY,0,2026-01-27,25800.0,0.05,65,PE,NFO-OPT,NFO
15054594,58807,NIFTY26JAN26150CE,NIFTY,0,2026-01-27,26150.0,0.05,65,CE,NFO-OPT,NFO
15054850,58808,NIFTY26JAN26150PE,NIFTY,0,2026-01-27,26150.0,0.05,65,PE,NFO-OPT,NFO
15049730,58788,NIFTY26JAN25750CE,NIFTY,0,2026-01-27,25750.0,0.05,65,CE,NFO-OPT,NFO
15049986,58789,NIFTY26JAN25750PE,NIFTY,0,2026-01-27,25750.0,0.05,65,PE,NFO-OPT,NFO
15055106,58809,NIFTY26JAN26200CE,NIFTY,0,2026-01-27,26200.0,0.05,65,CE,NFO-OPT,NFO
15055362,58810,NIFTY26JAN26200PE,NIFTY,0,2026-01-27,26200.0,0.05,65,PE,NFO-OPT,NFO
15040258,58751,NIFTY26JAN25700CE,NIFTY,0,2026-01-27,25700.0,0.05,65,CE,NFO-OPT,NFO
15040514,58752,NIFTY26JAN25700PE,NIFTY,0,2026-01-27,25700.0,0.05,65,PE,NFO-OPT,NFO
15055618,58811,NIFTY26JAN26250CE,NIFTY,0,2026-01-27,26250.0,0.05,65,CE,NFO-OPT,NFO
15055874,58812,NIFTY26JAN26250PE,NIFTY,0,2026-01-27,26250.0,0.05,65,PE,NFO-OPT,NFO
15034626,58729,NIFTY26JAN25650CE,NIFTY,0,2026-01-27,25650.0,0.05,65,CE,NFO-OPT,NFO
15034882,58730,NIFTY26JAN25650PE,NIFTY,0,2026-01-27,25650.0,0.05,65,PE,NFO-OPT,NFO
15056130,58813,NIFTY26JAN26300CE,NIFTY,0,2026-01-27,26300.0,0.05,65,CE,NFO-OPT,NFO
15056386,58814,NIFTY26JAN26300PE,NIFTY,0,2026-01-27,26300.0,0.05,65,PE,NFO-OPT,NFO
15033602,58725,NIFTY26JAN25600CE,NIFTY,0,2026-01-27,25600.0,0.05,65,CE,NFO-OPT,NFO
15034370,58728,NIFTY26JAN25600PE,NIFTY,0,2026-01-27,25600.0,0.05,65,PE,NFO-OPT,NFO
15056898,58816,NIFTY26JAN26350PE,NIFTY,0,2026-01-27,26350.0,0.05,65,PE,NFO-OPT,NFO
15075586,58889,NIFTY26JAN27950CE,NIFTY,0,2026-01-27,27950.0,0.05,65,CE,NFO-OPT,NFO
15075842,58890,NIFTY26JAN27950PE,NIFTY,0,2026-01-27,27950.0,0.05,65,PE,NFO-OPT,NFO
15075074,58887,NIFTY26JAN27900CE,NIFTY,0,2026-01-27,27900.0,0.05,65,CE,NFO-OPT,NFO
15075330,58888,NIFTY26JAN27900PE,NIFTY,0,2026-01-27,27900.0,0.05,65,PE,NFO-OPT,NFO
